 PVI-Measurement from: Date 16:12:19  Time 09:59:11 
                   to:      16:12:19       11:51:19 
            Condition: stopped                      
 -------------------------------------------------- 
 System :
 Temp   :
 Comment:
        :
        :
        :
        :
        :
        :
 -------------------------------------------------- 
 S-FILE   : >unnamed<                               
 RunTime  :   1h  52min  8.0  sek                   
 PotRange :  7.33146e-01V   to   7.39589e-01V       
 CurRange :  5.29124e-03A   to   6.93181e-03A       

Lines:   3365
Columns: 4

 Index        Time/s        Potential/V      Current/A   
   1697       3391.00000     7.39408e-01     6.64769e-03 
   1698       3393.00000     7.39374e-01     6.65075e-03 
   1699       3395.00000     7.39501e-01     6.67304e-03 
   1700       3397.00000     7.39462e-01     6.69460e-03 
   1701       3399.00000     7.39440e-01     6.71541e-03 
   1702       3401.00000     7.39444e-01     6.73061e-03 
   1703       3403.00000     7.39493e-01     6.74086e-03 
   1704       3405.00000     7.39429e-01     6.58231e-03 
   1705       3407.00000     7.39480e-01     6.57302e-03 
   1706       3409.00000     7.39443e-01     6.58696e-03 
   1707       3411.00000     7.39438e-01     6.60941e-03 
   1708       3413.00000     7.39439e-01     6.62154e-03 
   1709       3415.00000     7.39457e-01     6.63280e-03 
   1710       3417.00000     7.39367e-01     6.65479e-03 
   1711       3419.00000     7.39412e-01     6.67583e-03 
   1712       3421.00000     7.39404e-01     6.69583e-03 
   1713       3423.00000     7.39364e-01     6.72145e-03 
   1714       3425.00000     7.39501e-01     6.73994e-03 
   1715       3427.00000     7.39496e-01     6.76163e-03 
   1716       3429.00000     7.39462e-01     6.78904e-03 
   1717       3431.00000     7.39499e-01     6.73721e-03 
   1718       3433.00000     7.39369e-01     6.62300e-03 
   1719       3435.00000     7.39482e-01     6.64577e-03 
   1720       3437.00000     7.39418e-01     6.67623e-03 
   1721       3439.00000     7.39390e-01     6.69562e-03 
   1722       3441.00000     7.39467e-01     6.70659e-03 
   1723       3443.00000     7.39492e-01     6.73862e-03 
   1724       3445.00000     7.39459e-01     6.75164e-03 
   1725       3447.00000     7.39440e-01     6.74887e-03 
   1726       3449.00000     7.39482e-01     6.77281e-03 
   1727       3451.00000     7.39468e-01     6.74767e-03 
   1728       3453.00000     7.39452e-01     6.68983e-03 
   1729       3455.00000     7.39394e-01     6.67965e-03 
   1730       3457.00000     7.39333e-01     6.67748e-03 
   1731       3459.00000     7.39511e-01     6.61589e-03 
   1732       3461.00000     7.39577e-01     6.63120e-03 
   1733       3463.00000     7.39440e-01     6.65353e-03 
   1734       3465.00000     7.39477e-01     6.66612e-03 
   1735       3467.00000     7.39451e-01     6.69023e-03 
   1736       3469.00000     7.39458e-01     6.71880e-03 
   1737       3471.00000     7.39394e-01     6.72660e-03 
   1738       3473.00000     7.39396e-01     6.74893e-03 
   1739       3475.00000     7.39429e-01     6.76603e-03 
   1740       3477.00000     7.39422e-01     6.77757e-03 
   1741       3479.00000     7.39436e-01     6.79332e-03 
   1742       3481.00000     7.39463e-01     6.76796e-03 
   1743       3483.00000     7.39521e-01     6.70432e-03 
   1744       3485.00000     7.39437e-01     6.70977e-03 
   1745       3487.00000     7.39461e-01     6.72023e-03 
   1746       3489.00000     7.39367e-01     6.73986e-03 
   1747       3491.00000     7.39381e-01     6.75058e-03 
   1748       3493.00000     7.39499e-01     6.76993e-03 
   1749       3495.00000     7.39482e-01     6.73618e-03 
   1750       3497.00000     7.39414e-01     6.72266e-03 
   1751       3499.00000     7.39396e-01     6.73027e-03 
   1752       3501.00000     7.39426e-01     6.73622e-03 
   1753       3503.00000     7.39425e-01     6.74464e-03 
   1754       3505.00000     7.39445e-01     6.77232e-03 
   1755       3507.00000     7.39449e-01     6.77774e-03 
   1756       3509.00000     7.39401e-01     6.77689e-03 
   1757       3511.00000     7.39466e-01     6.73729e-03 
   1758       3513.00000     7.39430e-01     6.66768e-03 
   1759       3515.00000     7.39468e-01     6.69056e-03 
   1760       3517.00000     7.39424e-01     6.70139e-03 
   1761       3519.00000     7.39484e-01     6.71110e-03 
   1762       3521.00000     7.39440e-01     6.72603e-03 
   1763       3523.00000     7.39392e-01     6.74780e-03 
   1764       3525.00000     7.39420e-01     6.75438e-03 
   1765       3527.00000     7.39402e-01     6.73963e-03 
   1766       3529.00000     7.39475e-01     6.71550e-03 
   1767       3531.00000     7.39434e-01     6.73274e-03 
   1768       3533.00000     7.39547e-01     6.72806e-03 
   1769       3535.00000     7.39444e-01     6.74683e-03 
   1770       3537.00000     7.39530e-01     6.74514e-03 
   1771       3539.00000     7.39417e-01     6.74414e-03 
   1772       3541.00000     7.39483e-01     6.75285e-03 
   1773       3543.00000     7.39424e-01     6.69699e-03 
   1774       3545.00000     7.39512e-01     6.66385e-03 
   1775       3547.00000     7.39450e-01     6.60375e-03 
   1776       3549.00000     7.39428e-01     6.59109e-03 
   1777       3551.00000     7.39441e-01     6.62639e-03 
   1778       3553.00000     7.39475e-01     6.64218e-03 
   1779       3555.00000     7.39468e-01     6.62956e-03 
   1780       3557.00000     7.39455e-01     6.54409e-03 
   1781       3559.00000     7.39384e-01     6.54211e-03 
   1782       3561.00000     7.39461e-01     6.55976e-03 
   1783       3563.00000     7.39458e-01     6.59075e-03 
   1784       3565.00000     7.39480e-01     6.60055e-03 
   1785       3567.00000     7.39404e-01     6.62363e-03 
   1786       3569.00000     7.39486e-01     6.64503e-03 
   1787       3571.00000     7.39422e-01     6.65761e-03 
   1788       3573.00000     7.39449e-01     6.68156e-03 
   1789       3575.00000     7.39504e-01     6.68227e-03 
   1790       3577.00000     7.39464e-01     6.70399e-03 
   1791       3579.00000     7.39502e-01     6.70484e-03 
   1792       3581.00000     7.39363e-01     6.69659e-03 
   1793       3583.00000     7.39393e-01     6.64451e-03 
   1794       3585.00000     7.39518e-01     6.64847e-03 
   1795       3587.00000     7.39418e-01     6.65510e-03 
   1796       3589.00000     7.39459e-01     6.66324e-03 
   1797       3591.00000     7.39499e-01     6.68323e-03 
   1798       3593.00000     7.39473e-01     6.69316e-03 
   1799       3595.00000     7.39499e-01     6.70980e-03 
   1800       3597.00000     7.39455e-01     6.71884e-03 
   1801       3599.00000     7.39363e-01     6.67300e-03 
   1802       3601.00000     7.39469e-01     6.66511e-03 
   1803       3603.00000     7.39351e-01     6.65085e-03 
   1804       3605.00000     7.39462e-01     6.66288e-03 
   1805       3607.00000     7.39397e-01     6.68452e-03 
   1806       3609.00000     7.39453e-01     6.70130e-03 
   1807       3611.00000     7.39409e-01     6.73650e-03 
   1808       3613.00000     7.39488e-01     6.71544e-03 
   1809       3615.00000     7.39480e-01     6.65824e-03 
   1810       3617.00000     7.39525e-01     6.67396e-03 
   1811       3619.00000     7.39503e-01     6.66266e-03 
   1812       3621.00000     7.39365e-01     6.68415e-03 
   1813       3623.00000     7.39432e-01     6.68209e-03 
   1814       3625.00000     7.39401e-01     6.69947e-03 
   1815       3627.00000     7.39429e-01     6.70816e-03 
   1816       3629.00000     7.39409e-01     6.67462e-03 
   1817       3631.00000     7.39555e-01     6.63836e-03 
   1818       3633.00000     7.39438e-01     6.62614e-03 
   1819       3635.00000     7.39435e-01     6.63686e-03 
   1820       3637.00000     7.39459e-01     6.63452e-03 
   1821       3639.00000     7.39464e-01     6.63896e-03 
   1822       3641.00000     7.39381e-01     6.65982e-03 
   1823       3643.00000     7.39400e-01     6.65080e-03 
   1824       3645.00000     7.39486e-01     6.66431e-03 
   1825       3647.00000     7.39489e-01     6.60493e-03 
   1826       3649.00000     7.39402e-01     6.56986e-03 
   1827       3651.00000     7.39536e-01     6.58846e-03 
   1828       3653.00000     7.39512e-01     6.61291e-03 
   1829       3655.00000     7.39479e-01     6.61891e-03 
   1830       3657.00000     7.39506e-01     6.61166e-03 
   1831       3659.00000     7.39487e-01     6.57856e-03 
   1832       3661.00000     7.39447e-01     6.60082e-03 
   1833       3663.00000     7.39356e-01     6.61195e-03 
   1834       3665.00000     7.39495e-01     6.61877e-03 
   1835       3667.00000     7.39436e-01     6.63322e-03 
   1836       3669.00000     7.39456e-01     6.64497e-03 
   1837       3671.00000     7.39428e-01     6.58111e-03 
   1838       3673.00000     7.39418e-01     6.53218e-03 
   1839       3675.00000     7.39449e-01     6.56088e-03 
   1840       3677.00000     7.39474e-01     6.59887e-03 
   1841       3679.00000     7.39386e-01     6.60633e-03 
   1842       3681.00000     7.39420e-01     6.62188e-03 
   1843       3683.00000     7.39504e-01     6.63740e-03 
   1844       3685.00000     7.39420e-01     6.65232e-03 
   1845       3687.00000     7.39451e-01     6.68414e-03 
   1846       3689.00000     7.39423e-01     6.60481e-03 
   1847       3691.00000     7.39407e-01     6.50615e-03 
   1848       3693.00000     7.39438e-01     6.51275e-03 
   1849       3695.00000     7.39415e-01     6.50029e-03 
   1850       3697.00000     7.39434e-01     6.51650e-03 
   1851       3699.00000     7.39504e-01     6.52953e-03 
   1852       3701.00000     7.39502e-01     6.54202e-03 
   1853       3703.00000     7.39432e-01     6.59120e-03 
   1854       3705.00000     7.39451e-01     6.60821e-03 
   1855       3707.00000     7.39390e-01     6.58140e-03 
   1856       3709.00000     7.39493e-01     6.54401e-03 
   1857       3711.00000     7.39446e-01     6.50335e-03 
   1858       3713.00000     7.39417e-01     6.50093e-03 
   1859       3715.00000     7.39443e-01     6.50995e-03 
   1860       3717.00000     7.39499e-01     6.47125e-03 
   1861       3719.00000     7.39428e-01     6.38590e-03 
   1862       3721.00000     7.39431e-01     6.41449e-03 
   1863       3723.00000     7.39352e-01     6.42763e-03 
   1864       3725.00000     7.39405e-01     6.44658e-03 
   1865       3727.00000     7.39474e-01     6.45898e-03 
   1866       3729.00000     7.39472e-01     6.46836e-03 
   1867       3731.00000     7.39401e-01     6.47689e-03 
   1868       3733.00000     7.39347e-01     6.49734e-03 
   1869       3735.00000     7.39477e-01     6.51553e-03 
   1870       3737.00000     7.39512e-01     6.51931e-03 
   1871       3739.00000     7.39338e-01     6.44819e-03 
   1872       3741.00000     7.39472e-01     6.46883e-03 
   1873       3743.00000     7.39443e-01     6.47763e-03 
   1874       3745.00000     7.39421e-01     6.47861e-03 
   1875       3747.00000     7.39473e-01     6.47265e-03 
   1876       3749.00000     7.39385e-01     6.48337e-03 
   1877       3751.00000     7.39457e-01     6.47581e-03 
   1878       3753.00000     7.39406e-01     6.47130e-03 
   1879       3755.00000     7.39448e-01     6.43415e-03 
   1880       3757.00000     7.39432e-01     6.43569e-03 
   1881       3759.00000     7.39316e-01     6.44953e-03 
   1882       3761.00000     7.39407e-01     6.45765e-03 
   1883       3763.00000     7.39403e-01     6.46340e-03 
   1884       3765.00000     7.39553e-01     6.48026e-03 
   1885       3767.00000     7.39378e-01     6.47982e-03 
   1886       3769.00000     7.39422e-01     6.47497e-03 
   1887       3771.00000     7.39421e-01     6.47001e-03 
   1888       3773.00000     7.39448e-01     6.49022e-03 
   1889       3775.00000     7.39427e-01     6.45628e-03 
   1890       3777.00000     7.39428e-01     6.47200e-03 
   1891       3779.00000     7.39462e-01     6.49766e-03 
   1892       3781.00000     7.39432e-01     6.51853e-03 
   1893       3783.00000     7.39456e-01     6.53511e-03 
   1894       3785.00000     7.39421e-01     6.55492e-03 
   1895       3787.00000     7.39408e-01     6.56504e-03 
   1896       3789.00000     7.39465e-01     6.57717e-03 
   1897       3791.00000     7.39437e-01     6.59080e-03 
   1898       3793.00000     7.39500e-01     6.59987e-03 
   1899       3795.00000     7.39492e-01     6.60537e-03 
   1900       3797.00000     7.39514e-01     6.57492e-03 
   1901       3799.00000     7.39362e-01     6.53606e-03 
   1902       3801.00000     7.39419e-01     6.54878e-03 
   1903       3803.00000     7.39434e-01     6.55991e-03 
   1904       3805.00000     7.39465e-01     6.56790e-03 
   1905       3807.00000     7.39415e-01     6.59370e-03 
   1906       3809.00000     7.39443e-01     6.59925e-03 
   1907       3811.00000     7.39453e-01     6.61194e-03 
   1908       3813.00000     7.39482e-01     6.62285e-03 
   1909       3815.00000     7.39414e-01     6.57450e-03 
   1910       3817.00000     7.39387e-01     6.46704e-03 
   1911       3819.00000     7.39524e-01     6.49253e-03 
   1912       3821.00000     7.39455e-01     6.51305e-03 
   1913       3823.00000     7.39497e-01     6.54493e-03 
   1914       3825.00000     7.39411e-01     6.55896e-03 
   1915       3827.00000     7.39465e-01     6.58523e-03 
   1916       3829.00000     7.39460e-01     6.60051e-03 
   1917       3831.00000     7.39492e-01     6.61471e-03 
   1918       3833.00000     7.39419e-01     6.61827e-03 
   1919       3835.00000     7.39424e-01     6.59133e-03 
   1920       3837.00000     7.39463e-01     6.55668e-03 
   1921       3839.00000     7.39523e-01     6.56666e-03 
   1922       3841.00000     7.39496e-01     6.57926e-03 
   1923       3843.00000     7.39505e-01     6.59231e-03 
   1924       3845.00000     7.39486e-01     6.59848e-03 
   1925       3847.00000     7.39415e-01     6.61525e-03 
   1926       3849.00000     7.39531e-01     6.58294e-03 
   1927       3851.00000     7.39524e-01     6.55532e-03 
   1928       3853.00000     7.39419e-01     6.55407e-03 
   1929       3855.00000     7.39441e-01     6.57644e-03 
   1930       3857.00000     7.39481e-01     6.56688e-03 
   1931       3859.00000     7.39452e-01     6.58171e-03 
   1932       3861.00000     7.39465e-01     6.59392e-03 
   1933       3863.00000     7.39528e-01     6.61212e-03 
   1934       3865.00000     7.39352e-01     6.62849e-03 
   1935       3867.00000     7.39398e-01     6.63218e-03 
   1936       3869.00000     7.39510e-01     6.56882e-03 
   1937       3871.00000     7.39488e-01     6.55829e-03 
   1938       3873.00000     7.39385e-01     6.55923e-03 
   1939       3875.00000     7.39406e-01     6.54081e-03 
   1940       3877.00000     7.39452e-01     6.47029e-03 
   1941       3879.00000     7.39489e-01     6.49047e-03 
   1942       3881.00000     7.39513e-01     6.49588e-03 
   1943       3883.00000     7.39317e-01     6.52105e-03 
   1944       3885.00000     7.39439e-01     6.52302e-03 
   1945       3887.00000     7.39485e-01     6.52056e-03 
   1946       3889.00000     7.39414e-01     6.54021e-03 
   1947       3891.00000     7.39445e-01     6.56181e-03 
   1948       3893.00000     7.39539e-01     6.57121e-03 
   1949       3895.00000     7.39382e-01     6.55866e-03 
   1950       3897.00000     7.39395e-01     6.51621e-03 
   1951       3899.00000     7.39490e-01     6.52533e-03 
   1952       3901.00000     7.39355e-01     6.59914e-03 
   1953       3903.00000     7.39386e-01     6.53728e-03 
   1954       3905.00000     7.39365e-01     6.53501e-03 
   1955       3907.00000     7.39475e-01     6.55238e-03 
   1956       3909.00000     7.39384e-01     6.56771e-03 
   1957       3911.00000     7.39422e-01     6.58443e-03 
   1958       3913.00000     7.39460e-01     6.60534e-03 
   1959       3915.00000     7.39504e-01     6.60405e-03 
   1960       3917.00000     7.39390e-01     6.63494e-03 
   1961       3919.00000     7.39400e-01     6.64352e-03 
   1962       3921.00000     7.39466e-01     6.65149e-03 
   1963       3923.00000     7.39506e-01     6.64740e-03 
   1964       3925.00000     7.39340e-01     6.60667e-03 
   1965       3927.00000     7.39473e-01     6.53521e-03 
   1966       3929.00000     7.39351e-01     6.54635e-03 
   1967       3931.00000     7.39471e-01     6.56204e-03 
   1968       3933.00000     7.39456e-01     6.57555e-03 
   1969       3935.00000     7.39453e-01     6.58371e-03 
   1970       3937.00000     7.39398e-01     6.59469e-03 
   1971       3939.00000     7.39396e-01     6.56800e-03 
   1972       3941.00000     7.39403e-01     6.57797e-03 
   1973       3943.00000     7.39352e-01     6.60450e-03 
   1974       3945.00000     7.39396e-01     6.61263e-03 
   1975       3947.00000     7.39490e-01     6.62273e-03 
   1976       3949.00000     7.39395e-01     6.65176e-03 
   1977       3951.00000     7.39403e-01     6.64688e-03 
   1978       3953.00000     7.39427e-01     6.67971e-03 
   1979       3955.00000     7.39537e-01     6.59312e-03 
   1980       3957.00000     7.39408e-01     6.52040e-03 
   1981       3959.00000     7.39365e-01     6.51371e-03 
   1982       3961.00000     7.39322e-01     6.51670e-03 
   1983       3963.00000     7.39393e-01     6.53876e-03 
   1984       3965.00000     7.39430e-01     6.56325e-03 
   1985       3967.00000     7.39407e-01     6.58415e-03 
   1986       3969.00000     7.39455e-01     6.60416e-03 
   1987       3971.00000     7.39466e-01     6.61051e-03 
   1988       3973.00000     7.39447e-01     6.58828e-03 
   1989       3975.00000     7.39405e-01     6.56832e-03 
   1990       3977.00000     7.39458e-01     6.58525e-03 
   1991       3979.00000     7.39397e-01     6.58867e-03 
   1992       3981.00000     7.39388e-01     6.61061e-03 
   1993       3983.00000     7.39394e-01     6.62110e-03 
   1994       3985.00000     7.39452e-01     6.61714e-03 
   1995       3987.00000     7.39410e-01     6.53345e-03 
   1996       3989.00000     7.39387e-01     6.54655e-03 
   1997       3991.00000     7.39411e-01     6.56672e-03 
   1998       3993.00000     7.39465e-01     6.57551e-03 
   1999       3995.00000     7.39392e-01     6.59797e-03 
   2000       3997.00000     7.39418e-01     6.59449e-03 
   2001       3999.00000     7.39463e-01     6.58026e-03 
   2002       4001.00000     7.39448e-01     6.60292e-03 
   2003       4003.00000     7.39360e-01     6.61864e-03 
   2004       4005.00000     7.39408e-01     6.63606e-03 
   2005       4007.00000     7.39364e-01     6.59854e-03 
   2006       4009.00000     7.39514e-01     6.46762e-03 
   2007       4011.00000     7.39435e-01     6.47925e-03 
   2008       4013.00000     7.39484e-01     6.49868e-03 
   2009       4015.00000     7.39453e-01     6.52820e-03 
   2010       4017.00000     7.39473e-01     6.53051e-03 
   2011       4019.00000     7.39408e-01     6.55039e-03 
   2012       4021.00000     7.39438e-01     6.56622e-03 
   2013       4023.00000     7.39407e-01     6.58138e-03 
   2014       4025.00000     7.39407e-01     6.59962e-03 
   2015       4027.00000     7.39453e-01     6.62021e-03 
   2016       4029.00000     7.39474e-01     6.63358e-03 
   2017       4031.00000     7.39400e-01     6.62722e-03 
   2018       4033.00000     7.39372e-01     6.57002e-03 
   2019       4035.00000     7.39398e-01     6.57679e-03 
   2020       4037.00000     7.39483e-01     6.59756e-03 
   2021       4039.00000     7.39465e-01     6.60451e-03 
   2022       4041.00000     7.39364e-01     6.60223e-03 
   2023       4043.00000     7.39523e-01     6.60422e-03 
   2024       4045.00000     7.39478e-01     6.61165e-03 
   2025       4047.00000     7.39469e-01     6.61934e-03 
   2026       4049.00000     7.39412e-01     6.62266e-03 
   2027       4051.00000     7.39486e-01     6.59100e-03 
   2028       4053.00000     7.39489e-01     6.60145e-03 
   2029       4055.00000     7.39544e-01     6.61318e-03 
   2030       4057.00000     7.39526e-01     6.61176e-03 
   2031       4059.00000     7.39387e-01     6.62420e-03 
   2032       4061.00000     7.39492e-01     6.62864e-03 
   2033       4063.00000     7.39451e-01     6.63074e-03 
   2034       4065.00000     7.39433e-01     6.55700e-03 
   2035       4067.00000     7.39391e-01     6.56647e-03 
   2036       4069.00000     7.39366e-01     6.57746e-03 
   2037       4071.00000     7.39412e-01     6.59097e-03 
   2038       4073.00000     7.39505e-01     6.59510e-03 
   2039       4075.00000     7.39468e-01     6.47104e-03 
   2040       4077.00000     7.39453e-01     6.49258e-03 
   2041       4079.00000     7.39477e-01     6.51538e-03 
   2042       4081.00000     7.39426e-01     6.52123e-03 
   2043       4083.00000     7.39480e-01     6.54696e-03 
   2044       4085.00000     7.39387e-01     6.54974e-03 
   2045       4087.00000     7.39531e-01     6.54404e-03 
   2046       4089.00000     7.39450e-01     6.57357e-03 
   2047       4091.00000     7.39391e-01     6.57635e-03 
   2048       4093.00000     7.39423e-01     6.59428e-03 
   2049       4095.00000     7.39396e-01     6.59166e-03 
   2050       4097.00000     7.39406e-01     6.53692e-03 
   2051       4099.00000     7.39401e-01     6.52553e-03 
   2052       4101.00000     7.39484e-01     6.54190e-03 
   2053       4103.00000     7.39433e-01     6.52151e-03 
   2054       4105.00000     7.39419e-01     6.48779e-03 
   2055       4107.00000     7.39380e-01     6.50554e-03 
   2056       4109.00000     7.39473e-01     6.52861e-03 
   2057       4111.00000     7.39465e-01     6.54000e-03 
   2058       4113.00000     7.39387e-01     6.53953e-03 
   2059       4115.00000     7.39431e-01     6.55309e-03 
   2060       4117.00000     7.39436e-01     6.50280e-03 
   2061       4119.00000     7.39435e-01     6.48903e-03 
   2062       4121.00000     7.39427e-01     6.49586e-03 
   2063       4123.00000     7.39361e-01     6.50829e-03 
   2064       4125.00000     7.39399e-01     6.51889e-03 
   2065       4127.00000     7.39379e-01     6.54207e-03 
   2066       4129.00000     7.39426e-01     6.53947e-03 
   2067       4131.00000     7.39467e-01     6.55198e-03 
   2068       4133.00000     7.39483e-01     6.56059e-03 
   2069       4135.00000     7.39463e-01     6.56867e-03 
   2070       4137.00000     7.39345e-01     6.58416e-03 
   2071       4139.00000     7.39497e-01     6.54857e-03 
   2072       4141.00000     7.39390e-01     6.53071e-03 
   2073       4143.00000     7.39403e-01     6.54277e-03 
   2074       4145.00000     7.39437e-01     6.55017e-03 
   2075       4147.00000     7.39410e-01     6.54927e-03 
   2076       4149.00000     7.39356e-01     6.56372e-03 
   2077       4151.00000     7.39446e-01     6.56939e-03 
   2078       4153.00000     7.39441e-01     6.54256e-03 
   2079       4155.00000     7.39484e-01     6.50625e-03 
   2080       4157.00000     7.39458e-01     6.51654e-03 
   2081       4159.00000     7.39524e-01     6.53199e-03 
   2082       4161.00000     7.39417e-01     6.52081e-03 
   2083       4163.00000     7.39514e-01     6.48516e-03 
   2084       4165.00000     7.39569e-01     6.50953e-03 
   2085       4167.00000     7.39349e-01     6.50704e-03 
   2086       4169.00000     7.39384e-01     6.51519e-03 
   2087       4171.00000     7.39434e-01     6.52853e-03 
   2088       4173.00000     7.39422e-01     6.53498e-03 
   2089       4175.00000     7.39428e-01     6.49044e-03 
   2090       4177.00000     7.39443e-01     6.48764e-03 
   2091       4179.00000     7.39460e-01     6.49885e-03 
   2092       4181.00000     7.39410e-01     6.52279e-03 
   2093       4183.00000     7.39383e-01     6.53047e-03 
   2094       4185.00000     7.39556e-01     6.54673e-03 
   2095       4187.00000     7.39393e-01     6.56617e-03 
   2096       4189.00000     7.39429e-01     6.47967e-03 
   2097       4191.00000     7.39527e-01     6.47160e-03 
   2098       4193.00000     7.39498e-01     6.46987e-03 
   2099       4195.00000     7.39429e-01     6.45767e-03 
   2100       4197.00000     7.39429e-01     6.46874e-03 
   2101       4199.00000     7.39462e-01     6.47068e-03 
   2102       4201.00000     7.39417e-01     6.48092e-03 
   2103       4203.00000     7.39477e-01     6.50035e-03 
   2104       4205.00000     7.39423e-01     6.51935e-03 
   2105       4207.00000     7.39385e-01     6.53696e-03 
   2106       4209.00000     7.39473e-01     6.53719e-03 
   2107       4211.00000     7.39423e-01     6.55024e-03 
   2108       4213.00000     7.39472e-01     6.56899e-03 
   2109       4215.00000     7.39416e-01     6.57924e-03 
   2110       4217.00000     7.39388e-01     6.57872e-03 
   2111       4219.00000     7.39452e-01     6.47397e-03 
   2112       4221.00000     7.39385e-01     6.34638e-03 
   2113       4223.00000     7.39392e-01     6.36366e-03 
   2114       4225.00000     7.39408e-01     6.38388e-03 
   2115       4227.00000     7.39424e-01     6.39511e-03 
   2116       4229.00000     7.39347e-01     6.42408e-03 
   2117       4231.00000     7.39368e-01     6.43779e-03 
   2118       4233.00000     7.39427e-01     6.45119e-03 
   2119       4235.00000     7.39414e-01     6.48394e-03 
   2120       4237.00000     7.39512e-01     6.48276e-03 
   2121       4239.00000     7.39403e-01     6.50266e-03 
   2122       4241.00000     7.39385e-01     6.51230e-03 
   2123       4243.00000     7.39277e-01     6.39816e-03 
   2124       4245.00000     7.39446e-01     6.40133e-03 
   2125       4247.00000     7.39404e-01     6.41441e-03 
   2126       4249.00000     7.39469e-01     6.42826e-03 
   2127       4251.00000     7.39432e-01     6.44014e-03 
   2128       4253.00000     7.39463e-01     6.45196e-03 
   2129       4255.00000     7.39522e-01     6.44466e-03 
   2130       4257.00000     7.39447e-01     6.46009e-03 
   2131       4259.00000     7.39429e-01     6.49057e-03 
   2132       4261.00000     7.39437e-01     6.51665e-03 
   2133       4263.00000     7.39408e-01     6.52523e-03 
   2134       4265.00000     7.39522e-01     6.48345e-03 
   2135       4267.00000     7.39458e-01     6.48904e-03 
   2136       4269.00000     7.39393e-01     6.40472e-03 
   2137       4271.00000     7.39421e-01     6.42756e-03 
   2138       4273.00000     7.39499e-01     6.44389e-03 
   2139       4275.00000     7.39410e-01     6.39638e-03 
   2140       4277.00000     7.39380e-01     6.40771e-03 
   2141       4279.00000     7.39406e-01     6.43352e-03 
   2142       4281.00000     7.39341e-01     6.44210e-03 
   2143       4283.00000     7.39357e-01     6.45296e-03 
   2144       4285.00000     7.39483e-01     6.46950e-03 
   2145       4287.00000     7.39448e-01     6.48810e-03 
   2146       4289.00000     7.39493e-01     6.49385e-03 
   2147       4291.00000     7.39449e-01     6.51880e-03 
   2148       4293.00000     7.39504e-01     6.53305e-03 
   2149       4295.00000     7.39371e-01     6.46090e-03 
   2150       4297.00000     7.39443e-01     6.41047e-03 
   2151       4299.00000     7.39332e-01     6.42057e-03 
   2152       4301.00000     7.39449e-01     6.43576e-03 
   2153       4303.00000     7.39464e-01     6.42066e-03 
   2154       4305.00000     7.39402e-01     6.42674e-03 
   2155       4307.00000     7.39492e-01     6.45505e-03 
   2156       4309.00000     7.39443e-01     6.48089e-03 
   2157       4311.00000     7.39488e-01     6.49428e-03 
   2158       4313.00000     7.39445e-01     6.50411e-03 
   2159       4315.00000     7.39522e-01     6.52819e-03 
   2160       4317.00000     7.39431e-01     6.54269e-03 
   2161       4319.00000     7.39407e-01     6.42883e-03 
   2162       4321.00000     7.39481e-01     6.42031e-03 
   2163       4323.00000     7.39378e-01     6.43526e-03 
   2164       4325.00000     7.39547e-01     6.45805e-03 
   2165       4327.00000     7.39454e-01     6.46383e-03 
   2166       4329.00000     7.39471e-01     6.48028e-03 
   2167       4331.00000     7.39413e-01     6.50865e-03 
   2168       4333.00000     7.39433e-01     6.51688e-03 
   2169       4335.00000     7.39406e-01     6.53559e-03 
   2170       4337.00000     7.39449e-01     6.50773e-03 
   2171       4339.00000     7.39399e-01     6.47344e-03 
   2172       4341.00000     7.39477e-01     6.48482e-03 
   2173       4343.00000     7.39461e-01     6.50190e-03 
   2174       4345.00000     7.39408e-01     6.49775e-03 
   2175       4347.00000     7.39425e-01     6.43226e-03 
   2176       4349.00000     7.39405e-01     6.42862e-03 
   2177       4351.00000     7.39455e-01     6.44107e-03 
   2178       4353.00000     7.39457e-01     6.45878e-03 
   2179       4355.00000     7.39470e-01     6.46459e-03 
   2180       4357.00000     7.39477e-01     6.49107e-03 
   2181       4359.00000     7.39462e-01     6.48488e-03 
   2182       4361.00000     7.39431e-01     6.50943e-03 
   2183       4363.00000     7.39440e-01     6.53701e-03 
   2184       4365.00000     7.39471e-01     6.58567e-03 
   2185       4367.00000     7.39412e-01     6.53861e-03 
   2186       4369.00000     7.39516e-01     6.50992e-03 
   2187       4371.00000     7.39501e-01     6.56130e-03 
   2188       4373.00000     7.39382e-01     6.59395e-03 
   2189       4375.00000     7.39393e-01     6.59421e-03 
   2190       4377.00000     7.39399e-01     6.54427e-03 
   2191       4379.00000     7.39474e-01     6.47190e-03 
   2192       4381.00000     7.39432e-01     6.49976e-03 
   2193       4383.00000     7.39380e-01     6.52756e-03 
   2194       4385.00000     7.39475e-01     6.54139e-03 
   2195       4387.00000     7.39431e-01     6.56350e-03 
   2196       4389.00000     7.39420e-01     6.56620e-03 
   2197       4391.00000     7.39477e-01     6.57770e-03 
   2198       4393.00000     7.39391e-01     6.58047e-03 
   2199       4395.00000     7.39387e-01     6.60110e-03 
   2200       4397.00000     7.39483e-01     6.61371e-03 
   2201       4399.00000     7.39471e-01     6.61021e-03 
   2202       4401.00000     7.39463e-01     6.50989e-03 
   2203       4403.00000     7.39422e-01     6.46634e-03 
   2204       4405.00000     7.39429e-01     6.46763e-03 
   2205       4407.00000     7.39429e-01     6.48921e-03 
