 PVI-Measurement from: Date 16:12:19  Time 09:59:11 
                   to:      16:12:19       11:51:19 
            Condition: stopped                      
 -------------------------------------------------- 
 System :
 Temp   :
 Comment:
        :
        :
        :
        :
        :
        :
 -------------------------------------------------- 
 S-FILE   : >unnamed<                               
 RunTime  :   1h  52min  8.0  sek                   
 PotRange :  7.33146e-01V   to   7.39589e-01V       
 CurRange :  5.29124e-03A   to   6.93181e-03A       

Lines:   3365
Columns: 4

 Index        Time/s        Potential/V      Current/A   
    772       1541.00000     7.39434e-01     6.43399e-03 
    773       1543.00000     7.39419e-01     6.45491e-03 
    774       1545.00000     7.39341e-01     6.45240e-03 
    775       1547.00000     7.39366e-01     6.50626e-03 
    776       1549.00000     7.39388e-01     6.37077e-03 
    777       1551.00000     7.39299e-01     6.33980e-03 
    778       1553.00000     7.39462e-01     6.37271e-03 
    779       1555.00000     7.39497e-01     6.39437e-03 
    780       1557.00000     7.39520e-01     6.39664e-03 
    781       1559.00000     7.39425e-01     6.41907e-03 
    782       1561.00000     7.39484e-01     6.42627e-03 
    783       1563.00000     7.39476e-01     6.42010e-03 
    784       1565.00000     7.39409e-01     6.41359e-03 
    785       1567.00000     7.39392e-01     6.43243e-03 
    786       1569.00000     7.39390e-01     6.44632e-03 
    787       1571.00000     7.39434e-01     6.44106e-03 
    788       1573.00000     7.39331e-01     6.38420e-03 
    789       1575.00000     7.39396e-01     6.38545e-03 
    790       1577.00000     7.39430e-01     6.38470e-03 
    791       1579.00000     7.39362e-01     6.43400e-03 
    792       1581.00000     7.39452e-01     6.41863e-03 
    793       1583.00000     7.39450e-01     6.42878e-03 
    794       1585.00000     7.39481e-01     6.42784e-03 
    795       1587.00000     7.39400e-01     6.42339e-03 
    796       1589.00000     7.39523e-01     6.43751e-03 
    797       1591.00000     7.39464e-01     6.45167e-03 
    798       1593.00000     7.39457e-01     6.45917e-03 
    799       1595.00000     7.39348e-01     6.33532e-03 
    800       1597.00000     7.39444e-01     6.25843e-03 
    801       1599.00000     7.39426e-01     6.28262e-03 
    802       1601.00000     7.39470e-01     6.29691e-03 
    803       1603.00000     7.39466e-01     6.32123e-03 
    804       1605.00000     7.39470e-01     6.32984e-03 
    805       1607.00000     7.39453e-01     6.34158e-03 
    806       1609.00000     7.39409e-01     6.35577e-03 
    807       1611.00000     7.39488e-01     6.37502e-03 
    808       1613.00000     7.39443e-01     6.38327e-03 
    809       1615.00000     7.39431e-01     6.38337e-03 
    810       1617.00000     7.39407e-01     6.34677e-03 
    811       1619.00000     7.39468e-01     6.26291e-03 
    812       1621.00000     7.39398e-01     6.25949e-03 
    813       1623.00000     7.39393e-01     6.27844e-03 
    814       1625.00000     7.39501e-01     6.29035e-03 
    815       1627.00000     7.39393e-01     6.29590e-03 
    816       1629.00000     7.39504e-01     6.31601e-03 
    817       1631.00000     7.39502e-01     6.33327e-03 
    818       1633.00000     7.39367e-01     6.33357e-03 
    819       1635.00000     7.39500e-01     6.35467e-03 
    820       1637.00000     7.39375e-01     6.37344e-03 
    821       1639.00000     7.39512e-01     6.32185e-03 
    822       1641.00000     7.39394e-01     6.19789e-03 
    823       1643.00000     7.39387e-01     6.19138e-03 
    824       1645.00000     7.39457e-01     6.21621e-03 
    825       1647.00000     7.39376e-01     6.23850e-03 
    826       1649.00000     7.39443e-01     6.24269e-03 
    827       1651.00000     7.39434e-01     6.26211e-03 
    828       1653.00000     7.39462e-01     6.28811e-03 
    829       1655.00000     7.39425e-01     6.30585e-03 
    830       1657.00000     7.39463e-01     6.31454e-03 
    831       1659.00000     7.39415e-01     6.33040e-03 
    832       1661.00000     7.39343e-01     6.34582e-03 
    833       1663.00000     7.39486e-01     6.35876e-03 
    834       1665.00000     7.39479e-01     6.36307e-03 
    835       1667.00000     7.39533e-01     6.23750e-03 
    836       1669.00000     7.39419e-01     6.19539e-03 
    837       1671.00000     7.39374e-01     6.19005e-03 
    838       1673.00000     7.39454e-01     6.22124e-03 
    839       1675.00000     7.39477e-01     6.21796e-03 
    840       1677.00000     7.39472e-01     6.22839e-03 
    841       1679.00000     7.39411e-01     6.23359e-03 
    842       1681.00000     7.39452e-01     6.26929e-03 
    843       1683.00000     7.39464e-01     6.29415e-03 
    844       1685.00000     7.39360e-01     6.29719e-03 
    845       1687.00000     7.39422e-01     6.31449e-03 
    846       1689.00000     7.39589e-01     6.33838e-03 
    847       1691.00000     7.39461e-01     6.32415e-03 
    848       1693.00000     7.39379e-01     6.21488e-03 
    849       1695.00000     7.39467e-01     6.17008e-03 
    850       1697.00000     7.39353e-01     6.16898e-03 
    851       1699.00000     7.39380e-01     6.18203e-03 
    852       1701.00000     7.39489e-01     6.19991e-03 
    853       1703.00000     7.39375e-01     6.21406e-03 
    854       1705.00000     7.39455e-01     6.23283e-03 
    855       1707.00000     7.39427e-01     6.20307e-03 
    856       1709.00000     7.39477e-01     6.20676e-03 
    857       1711.00000     7.39433e-01     6.21252e-03 
    858       1713.00000     7.39391e-01     6.23958e-03 
    859       1715.00000     7.39408e-01     6.11900e-03 
    860       1717.00000     7.39498e-01     6.06580e-03 
    861       1719.00000     7.39439e-01     6.09450e-03 
    862       1721.00000     7.39455e-01     6.05636e-03 
    863       1723.00000     7.39395e-01     6.04493e-03 
    864       1725.00000     7.39323e-01     6.08833e-03 
    865       1727.00000     7.39416e-01     6.13491e-03 
    866       1729.00000     7.39300e-01     6.15406e-03 
    867       1731.00000     7.39451e-01     6.16259e-03 
    868       1733.00000     7.39381e-01     6.03975e-03 
    869       1735.00000     7.39417e-01     6.05116e-03 
    870       1737.00000     7.39460e-01     6.05783e-03 
    871       1739.00000     7.39372e-01     6.08066e-03 
    872       1741.00000     7.39372e-01     6.09973e-03 
    873       1743.00000     7.39384e-01     6.11668e-03 
    874       1745.00000     7.39464e-01     6.13795e-03 
    875       1747.00000     7.39414e-01     6.15845e-03 
    876       1749.00000     7.39440e-01     6.14250e-03 
    877       1751.00000     7.39330e-01     6.01785e-03 
    878       1753.00000     7.39446e-01     6.02825e-03 
    879       1755.00000     7.39503e-01     6.04278e-03 
    880       1757.00000     7.39415e-01     6.04931e-03 
    881       1759.00000     7.39439e-01     6.04086e-03 
    882       1761.00000     7.39409e-01     6.06140e-03 
    883       1763.00000     7.39411e-01     6.06892e-03 
    884       1765.00000     7.39516e-01     6.08184e-03 
    885       1767.00000     7.39409e-01     6.09216e-03 
    886       1769.00000     7.39377e-01     6.10347e-03 
    887       1771.00000     7.39463e-01     6.11554e-03 
    888       1773.00000     7.39450e-01     6.13994e-03 
    889       1775.00000     7.39366e-01     6.14778e-03 
    890       1777.00000     7.39427e-01     6.03223e-03 
    891       1779.00000     7.39327e-01     5.97851e-03 
    892       1781.00000     7.39346e-01     5.98716e-03 
    893       1783.00000     7.39451e-01     6.00665e-03 
    894       1785.00000     7.39284e-01     5.98768e-03 
    895       1787.00000     7.39383e-01     6.00911e-03 
    896       1789.00000     7.39406e-01     6.03229e-03 
    897       1791.00000     7.39436e-01     6.04804e-03 
    898       1793.00000     7.39318e-01     6.07217e-03 
    899       1795.00000     7.39456e-01     6.12572e-03 
    900       1797.00000     7.39406e-01     6.13194e-03 
    901       1799.00000     7.39411e-01     6.12519e-03 
    902       1801.00000     7.39410e-01     6.10045e-03 
    903       1803.00000     7.39420e-01     5.97190e-03 
    904       1805.00000     7.39362e-01     5.96032e-03 
    905       1807.00000     7.39394e-01     5.97566e-03 
    906       1809.00000     7.39375e-01     5.97358e-03 
    907       1811.00000     7.39366e-01     5.98367e-03 
    908       1813.00000     7.39392e-01     5.99726e-03 
    909       1815.00000     7.39451e-01     5.99377e-03 
    910       1817.00000     7.39338e-01     6.00200e-03 
    911       1819.00000     7.39403e-01     6.02821e-03 
    912       1821.00000     7.39417e-01     6.03222e-03 
    913       1823.00000     7.39344e-01     6.05109e-03 
    914       1825.00000     7.39354e-01     6.05302e-03 
    915       1827.00000     7.39377e-01     6.06495e-03 
    916       1829.00000     7.39373e-01     6.02042e-03 
    917       1831.00000     7.39447e-01     5.89397e-03 
    918       1833.00000     7.39347e-01     5.87839e-03 
    919       1835.00000     7.39458e-01     5.88310e-03 
    920       1837.00000     7.39478e-01     5.90819e-03 
    921       1839.00000     7.39400e-01     5.92927e-03 
    922       1841.00000     7.39433e-01     5.93863e-03 
    923       1843.00000     7.39420e-01     5.95846e-03 
    924       1845.00000     7.39389e-01     5.96139e-03 
    925       1847.00000     7.39492e-01     5.97528e-03 
    926       1849.00000     7.39418e-01     5.98138e-03 
    927       1851.00000     7.39375e-01     5.91836e-03 
    928       1853.00000     7.39413e-01     5.79070e-03 
    929       1855.00000     7.39371e-01     5.80002e-03 
    930       1857.00000     7.39462e-01     5.83155e-03 
    931       1859.00000     7.39400e-01     5.96114e-03 
    932       1861.00000     7.39427e-01     6.01484e-03 
    933       1863.00000     7.39419e-01     5.98711e-03 
    934       1865.00000     7.39407e-01     5.96667e-03 
    935       1867.00000     7.39458e-01     5.97249e-03 
    936       1869.00000     7.39496e-01     5.96270e-03 
    937       1871.00000     7.39408e-01     5.95785e-03 
    938       1873.00000     7.39433e-01     5.96376e-03 
    939       1875.00000     7.39384e-01     5.97354e-03 
    940       1877.00000     7.39394e-01     5.94261e-03 
    941       1879.00000     7.39404e-01     5.73078e-03 
    942       1881.00000     7.39375e-01     5.67706e-03 
    943       1883.00000     7.39442e-01     5.70228e-03 
    944       1885.00000     7.39465e-01     5.68807e-03 
    945       1887.00000     7.39394e-01     5.79404e-03 
    946       1889.00000     7.39406e-01     6.49897e-03 
    947       1891.00000     7.39413e-01     6.52709e-03 
    948       1893.00000     7.39462e-01     6.53914e-03 
    949       1895.00000     7.39447e-01     6.53237e-03 
    950       1897.00000     7.39431e-01     6.55579e-03 
    951       1899.00000     7.39505e-01     6.56665e-03 
    952       1901.00000     7.39462e-01     6.58242e-03 
    953       1903.00000     7.39423e-01     6.59580e-03 
    954       1905.00000     7.39407e-01     6.61516e-03 
    955       1907.00000     7.39423e-01     6.52800e-03 
    956       1909.00000     7.39507e-01     6.50362e-03 
    957       1911.00000     7.39396e-01     6.53264e-03 
    958       1913.00000     7.39434e-01     6.54360e-03 
    959       1915.00000     7.39424e-01     6.54979e-03 
    960       1917.00000     7.39493e-01     6.55935e-03 
    961       1919.00000     7.39416e-01     6.57629e-03 
    962       1921.00000     7.39357e-01     6.58762e-03 
    963       1923.00000     7.39423e-01     6.60525e-03 
    964       1925.00000     7.39350e-01     6.64941e-03 
    965       1927.00000     7.39476e-01     6.74436e-03 
    966       1929.00000     7.39501e-01     6.77804e-03 
    967       1931.00000     7.39419e-01     6.75759e-03 
    968       1933.00000     7.39433e-01     6.62000e-03 
    969       1935.00000     7.39474e-01     6.57441e-03 
    970       1937.00000     7.39450e-01     6.58064e-03 
    971       1939.00000     7.39418e-01     6.58206e-03 
    972       1941.00000     7.39437e-01     6.57733e-03 
    973       1943.00000     7.39370e-01     6.60818e-03 
    974       1945.00000     7.39299e-01     6.70347e-03 
    975       1947.00000     7.39460e-01     6.72759e-03 
    976       1949.00000     7.39470e-01     6.73067e-03 
    977       1951.00000     7.39451e-01     6.75345e-03 
    978       1953.00000     7.39433e-01     6.75999e-03 
    979       1955.00000     7.39568e-01     6.76330e-03 
    980       1957.00000     7.39524e-01     6.75929e-03 
    981       1959.00000     7.39468e-01     6.64886e-03 
    982       1961.00000     7.39474e-01     6.61453e-03 
    983       1963.00000     7.39400e-01     6.64360e-03 
    984       1965.00000     7.39475e-01     6.67511e-03 
    985       1967.00000     7.39476e-01     6.66734e-03 
    986       1969.00000     7.39454e-01     6.70050e-03 
    987       1971.00000     7.39428e-01     6.70739e-03 
    988       1973.00000     7.39369e-01     6.72675e-03 
    989       1975.00000     7.39439e-01     6.73811e-03 
    990       1977.00000     7.39392e-01     6.73686e-03 
    991       1979.00000     7.39481e-01     6.58725e-03 
    992       1981.00000     7.39406e-01     6.61850e-03 
    993       1983.00000     7.39434e-01     6.67020e-03 
    994       1985.00000     7.39388e-01     6.67210e-03 
    995       1987.00000     7.39415e-01     6.66453e-03 
    996       1989.00000     7.39428e-01     6.68943e-03 
    997       1991.00000     7.39368e-01     6.67827e-03 
    998       1993.00000     7.39431e-01     6.71237e-03 
    999       1995.00000     7.39504e-01     6.72490e-03 
   1000       1997.00000     7.39452e-01     6.72296e-03 
   1001       1999.00000     7.39484e-01     6.73385e-03 
   1002       2001.00000     7.39508e-01     6.76177e-03 
   1003       2003.00000     7.39419e-01     6.73574e-03 
   1004       2005.00000     7.39327e-01     6.59999e-03 
   1005       2007.00000     7.39447e-01     6.59618e-03 
   1006       2009.00000     7.39424e-01     6.62329e-03 
   1007       2011.00000     7.39409e-01     6.64775e-03 
   1008       2013.00000     7.39454e-01     6.66035e-03 
   1009       2015.00000     7.39478e-01     6.68011e-03 
   1010       2017.00000     7.39415e-01     6.68441e-03 
   1011       2019.00000     7.39408e-01     6.70225e-03 
   1012       2021.00000     7.39431e-01     6.70680e-03 
   1013       2023.00000     7.39485e-01     6.73986e-03 
   1014       2025.00000     7.39414e-01     6.74966e-03 
   1015       2027.00000     7.39492e-01     6.76049e-03 
   1016       2029.00000     7.39453e-01     6.71276e-03 
   1017       2031.00000     7.39406e-01     6.59645e-03 
   1018       2033.00000     7.39454e-01     6.61771e-03 
   1019       2035.00000     7.39445e-01     6.61978e-03 
   1020       2037.00000     7.39456e-01     6.63252e-03 
   1021       2039.00000     7.39504e-01     6.64153e-03 
   1022       2041.00000     7.39431e-01     6.65911e-03 
   1023       2043.00000     7.39415e-01     6.66773e-03 
   1024       2045.00000     7.39482e-01     6.68885e-03 
   1025       2047.00000     7.39400e-01     6.71311e-03 
   1026       2049.00000     7.39426e-01     6.73129e-03 
   1027       2051.00000     7.39436e-01     6.72126e-03 
   1028       2053.00000     7.39393e-01     6.55283e-03 
   1029       2055.00000     7.39404e-01     6.51525e-03 
   1030       2057.00000     7.39381e-01     6.58342e-03 
   1031       2059.00000     7.39466e-01     6.63627e-03 
   1032       2061.00000     7.39514e-01     6.64707e-03 
   1033       2063.00000     7.39488e-01     6.65637e-03 
   1034       2065.00000     7.39415e-01     6.66122e-03 
   1035       2067.00000     7.39488e-01     6.67232e-03 
   1036       2069.00000     7.39460e-01     6.67658e-03 
   1037       2071.00000     7.39462e-01     6.69886e-03 
   1038       2073.00000     7.39475e-01     6.71342e-03 
   1039       2075.00000     7.39389e-01     6.67915e-03 
   1040       2077.00000     7.39435e-01     6.53922e-03 
   1041       2079.00000     7.39420e-01     6.54610e-03 
   1042       2081.00000     7.39438e-01     6.54248e-03 
   1043       2083.00000     7.39478e-01     6.59000e-03 
   1044       2085.00000     7.39422e-01     6.61040e-03 
   1045       2087.00000     7.39393e-01     6.64097e-03 
   1046       2089.00000     7.39423e-01     6.66732e-03 
   1047       2091.00000     7.39359e-01     6.69341e-03 
   1048       2093.00000     7.39410e-01     6.70938e-03 
   1049       2095.00000     7.39489e-01     6.72742e-03 
   1050       2097.00000     7.39361e-01     6.73860e-03 
   1051       2099.00000     7.39354e-01     6.76529e-03 
   1052       2101.00000     7.39441e-01     6.72824e-03 
   1053       2103.00000     7.39469e-01     6.59403e-03 
   1054       2105.00000     7.39508e-01     6.58754e-03 
   1055       2107.00000     7.39433e-01     6.59661e-03 
   1056       2109.00000     7.39484e-01     6.59617e-03 
   1057       2111.00000     7.39425e-01     6.61741e-03 
   1058       2113.00000     7.39412e-01     6.63497e-03 
   1059       2115.00000     7.39460e-01     6.66415e-03 
   1060       2117.00000     7.39399e-01     6.68303e-03 
   1061       2119.00000     7.39473e-01     6.69443e-03 
   1062       2121.00000     7.39393e-01     6.70950e-03 
   1063       2123.00000     7.39379e-01     6.70542e-03 
   1064       2125.00000     7.39497e-01     6.72380e-03 
   1065       2127.00000     7.39471e-01     6.65287e-03 
   1066       2129.00000     7.39422e-01     6.56088e-03 
   1067       2131.00000     7.39420e-01     6.58067e-03 
   1068       2133.00000     7.39480e-01     6.59461e-03 
   1069       2135.00000     7.39493e-01     6.60388e-03 
   1070       2137.00000     7.39465e-01     6.61963e-03 
   1071       2139.00000     7.39476e-01     6.63806e-03 
   1072       2141.00000     7.39454e-01     6.65213e-03 
   1073       2143.00000     7.39517e-01     6.67613e-03 
   1074       2145.00000     7.39336e-01     6.69261e-03 
   1075       2147.00000     7.39476e-01     6.69400e-03 
   1076       2149.00000     7.39422e-01     6.71958e-03 
   1077       2151.00000     7.39413e-01     6.72553e-03 
   1078       2153.00000     7.39508e-01     6.57563e-03 
   1079       2155.00000     7.39485e-01     6.54274e-03 
   1080       2157.00000     7.39459e-01     6.55178e-03 
   1081       2159.00000     7.39395e-01     6.55773e-03 
   1082       2161.00000     7.39463e-01     6.56794e-03 
   1083       2163.00000     7.39381e-01     6.57044e-03 
   1084       2165.00000     7.39451e-01     6.59420e-03 
   1085       2167.00000     7.39478e-01     6.61038e-03 
   1086       2169.00000     7.39387e-01     6.63746e-03 
   1087       2171.00000     7.39374e-01     6.66474e-03 
   1088       2173.00000     7.39465e-01     6.70149e-03 
   1089       2175.00000     7.39413e-01     6.69057e-03 
   1090       2177.00000     7.39379e-01     6.52916e-03 
   1091       2179.00000     7.39391e-01     6.52300e-03 
   1092       2181.00000     7.39484e-01     6.53504e-03 
   1093       2183.00000     7.39356e-01     6.54201e-03 
   1094       2185.00000     7.39424e-01     6.54908e-03 
   1095       2187.00000     7.39380e-01     6.56971e-03 
   1096       2189.00000     7.39423e-01     6.59446e-03 
   1097       2191.00000     7.39473e-01     6.61660e-03 
   1098       2193.00000     7.39443e-01     6.61822e-03 
   1099       2195.00000     7.39425e-01     6.59160e-03 
   1100       2197.00000     7.39360e-01     6.61081e-03 
   1101       2199.00000     7.39391e-01     6.52326e-03 
   1102       2201.00000     7.39376e-01     6.43812e-03 
   1103       2203.00000     7.39432e-01     6.44568e-03 
   1104       2205.00000     7.39391e-01     6.45181e-03 
   1105       2207.00000     7.39406e-01     6.47795e-03 
   1106       2209.00000     7.39529e-01     6.51941e-03 
   1107       2211.00000     7.39384e-01     6.55338e-03 
   1108       2213.00000     7.39440e-01     6.56641e-03 
   1109       2215.00000     7.39383e-01     6.58437e-03 
   1110       2217.00000     7.39461e-01     6.61284e-03 
   1111       2219.00000     7.39425e-01     6.61652e-03 
   1112       2221.00000     7.39426e-01     6.61156e-03 
   1113       2223.00000     7.39420e-01     6.63887e-03 
   1114       2225.00000     7.39457e-01     6.54722e-03 
   1115       2227.00000     7.39462e-01     6.48207e-03 
   1116       2229.00000     7.39444e-01     6.48792e-03 
   1117       2231.00000     7.39455e-01     6.50359e-03 
   1118       2233.00000     7.39483e-01     6.51711e-03 
   1119       2235.00000     7.39460e-01     6.52497e-03 
   1120       2237.00000     7.39425e-01     6.54954e-03 
   1121       2239.00000     7.39425e-01     6.56386e-03 
   1122       2241.00000     7.39474e-01     6.58372e-03 
   1123       2243.00000     7.39433e-01     6.60093e-03 
   1124       2245.00000     7.39521e-01     6.61270e-03 
   1125       2247.00000     7.39499e-01     6.62608e-03 
   1126       2249.00000     7.39351e-01     6.63479e-03 
   1127       2251.00000     7.39416e-01     6.63547e-03 
   1128       2253.00000     7.39470e-01     6.48713e-03 
   1129       2255.00000     7.39484e-01     6.44434e-03 
   1130       2257.00000     7.39441e-01     6.44989e-03 
   1131       2259.00000     7.39336e-01     6.48419e-03 
   1132       2261.00000     7.39517e-01     6.49396e-03 
   1133       2263.00000     7.39409e-01     6.50363e-03 
   1134       2265.00000     7.39487e-01     6.52648e-03 
   1135       2267.00000     7.39431e-01     6.54128e-03 
   1136       2269.00000     7.39360e-01     6.55737e-03 
   1137       2271.00000     7.39450e-01     6.54658e-03 
   1138       2273.00000     7.39394e-01     6.56216e-03 
   1139       2275.00000     7.39450e-01     6.43960e-03 
   1140       2277.00000     7.39469e-01     6.38627e-03 
   1141       2279.00000     7.39456e-01     6.40316e-03 
   1142       2281.00000     7.39489e-01     6.41431e-03 
   1143       2283.00000     7.39448e-01     6.43016e-03 
   1144       2285.00000     7.39462e-01     6.44572e-03 
   1145       2287.00000     7.39516e-01     6.46089e-03 
   1146       2289.00000     7.39371e-01     6.48398e-03 
   1147       2291.00000     7.39500e-01     6.50268e-03 
   1148       2293.00000     7.39493e-01     6.51577e-03 
   1149       2295.00000     7.39436e-01     6.53260e-03 
   1150       2297.00000     7.39513e-01     6.54288e-03 
   1151       2299.00000     7.39521e-01     6.57298e-03 
   1152       2301.00000     7.39471e-01     6.57424e-03 
   1153       2303.00000     7.39463e-01     6.45281e-03 
   1154       2305.00000     7.39404e-01     6.39129e-03 
   1155       2307.00000     7.39470e-01     6.40705e-03 
   1156       2309.00000     7.39370e-01     6.40219e-03 
   1157       2311.00000     7.39412e-01     6.43363e-03 
   1158       2313.00000     7.39414e-01     6.44592e-03 
   1159       2315.00000     7.39494e-01     6.45908e-03 
   1160       2317.00000     7.39529e-01     6.46632e-03 
   1161       2319.00000     7.39474e-01     6.48031e-03 
   1162       2321.00000     7.39522e-01     6.49354e-03 
   1163       2323.00000     7.39379e-01     6.50646e-03 
   1164       2325.00000     7.39449e-01     6.51358e-03 
   1165       2327.00000     7.39456e-01     6.52997e-03 
   1166       2329.00000     7.39487e-01     6.49466e-03 
   1167       2331.00000     7.39543e-01     6.37283e-03 
   1168       2333.00000     7.39381e-01     6.35619e-03 
   1169       2335.00000     7.39429e-01     6.36904e-03 
   1170       2337.00000     7.39473e-01     6.39480e-03 
   1171       2339.00000     7.39515e-01     6.33485e-03 
   1172       2341.00000     7.39435e-01     6.40186e-03 
   1173       2343.00000     7.39397e-01     6.42738e-03 
   1174       2345.00000     7.39426e-01     6.44396e-03 
   1175       2347.00000     7.39490e-01     6.35314e-03 
   1176       2349.00000     7.39433e-01     6.34240e-03 
   1177       2351.00000     7.39418e-01     6.36567e-03 
   1178       2353.00000     7.39478e-01     6.37439e-03 
   1179       2355.00000     7.39503e-01     6.38904e-03 
   1180       2357.00000     7.39494e-01     6.38555e-03 
   1181       2359.00000     7.39403e-01     6.35950e-03 
   1182       2361.00000     7.39358e-01     6.37847e-03 
   1183       2363.00000     7.39458e-01     6.39045e-03 
   1184       2365.00000     7.39412e-01     6.25310e-03 
   1185       2367.00000     7.39414e-01     6.20898e-03 
   1186       2369.00000     7.39421e-01     6.21628e-03 
   1187       2371.00000     7.39378e-01     6.24380e-03 
   1188       2373.00000     7.39402e-01     6.25999e-03 
   1189       2375.00000     7.39485e-01     6.27540e-03 
   1190       2377.00000     7.39378e-01     6.29090e-03 
   1191       2379.00000     7.39461e-01     6.29952e-03 
   1192       2381.00000     7.39424e-01     6.31174e-03 
   1193       2383.00000     7.39499e-01     6.33621e-03 
   1194       2385.00000     7.39444e-01     6.34411e-03 
   1195       2387.00000     7.39464e-01     6.24267e-03 
   1196       2389.00000     7.39425e-01     6.18331e-03 
   1197       2391.00000     7.39431e-01     6.20075e-03 
   1198       2393.00000     7.39462e-01     6.22389e-03 
   1199       2395.00000     7.39523e-01     6.22827e-03 
   1200       2397.00000     7.39487e-01     6.23419e-03 
   1201       2399.00000     7.39415e-01     6.24663e-03 
   1202       2401.00000     7.39438e-01     6.26100e-03 
   1203       2403.00000     7.39425e-01     6.26648e-03 
   1204       2405.00000     7.39437e-01     6.27524e-03 
   1205       2407.00000     7.39435e-01     6.29147e-03 
   1206       2409.00000     7.39402e-01     6.30282e-03 
   1207       2411.00000     7.39436e-01     6.31425e-03 
   1208       2413.00000     7.39453e-01     6.28180e-03 
   1209       2415.00000     7.39389e-01     6.16846e-03 
   1210       2417.00000     7.39492e-01     6.16100e-03 
   1211       2419.00000     7.39458e-01     6.19410e-03 
   1212       2421.00000     7.39504e-01     6.19025e-03 
   1213       2423.00000     7.39400e-01     6.20481e-03 
   1214       2425.00000     7.39418e-01     6.19974e-03 
   1215       2427.00000     7.39467e-01     6.22436e-03 
   1216       2429.00000     7.39384e-01     6.23886e-03 
   1217       2431.00000     7.39427e-01     6.23488e-03 
   1218       2433.00000     7.39483e-01     6.26415e-03 
   1219       2435.00000     7.39524e-01     6.27155e-03 
   1220       2437.00000     7.39493e-01     6.28921e-03 
   1221       2439.00000     7.39487e-01     6.23424e-03 
   1222       2441.00000     7.39463e-01     6.12692e-03 
   1223       2443.00000     7.39446e-01     6.13136e-03 
   1224       2445.00000     7.39475e-01     6.14507e-03 
   1225       2447.00000     7.39452e-01     6.15062e-03 
   1226       2449.00000     7.39358e-01     6.16237e-03 
   1227       2451.00000     7.39414e-01     6.18068e-03 
   1228       2453.00000     7.39504e-01     6.18377e-03 
   1229       2455.00000     7.39422e-01     6.19276e-03 
   1230       2457.00000     7.39450e-01     6.20828e-03 
   1231       2459.00000     7.39370e-01     6.22361e-03 
   1232       2461.00000     7.39457e-01     6.23604e-03 
   1233       2463.00000     7.39410e-01     6.25243e-03 
   1234       2465.00000     7.39425e-01     6.26195e-03 
   1235       2467.00000     7.39458e-01     6.24360e-03 
   1236       2469.00000     7.39382e-01     6.08079e-03 
   1237       2471.00000     7.39379e-01     6.04068e-03 
   1238       2473.00000     7.39410e-01     6.06421e-03 
   1239       2475.00000     7.39438e-01     6.05558e-03 
   1240       2477.00000     7.39433e-01     6.08674e-03 
   1241       2479.00000     7.39403e-01     6.10339e-03 
   1242       2481.00000     7.39436e-01     6.12318e-03 
   1243       2483.00000     7.39476e-01     6.14399e-03 
   1244       2485.00000     7.39374e-01     6.16188e-03 
   1245       2487.00000     7.39466e-01     6.16159e-03 
   1246       2489.00000     7.39426e-01     6.02877e-03 
   1247       2491.00000     7.39404e-01     5.91003e-03 
   1248       2493.00000     7.39487e-01     5.93703e-03 
   1249       2495.00000     7.39397e-01     5.95764e-03 
   1250       2497.00000     7.39453e-01     5.98613e-03 
   1251       2499.00000     7.39392e-01     5.99815e-03 
   1252       2501.00000     7.39449e-01     6.00947e-03 
   1253       2503.00000     7.39438e-01     6.03045e-03 
   1254       2505.00000     7.39494e-01     6.04455e-03 
   1255       2507.00000     7.39519e-01     6.04686e-03 
   1256       2509.00000     7.39417e-01     6.05744e-03 
   1257       2511.00000     7.39551e-01     6.07739e-03 
   1258       2513.00000     7.39450e-01     6.09106e-03 
   1259       2515.00000     7.39414e-01     6.09868e-03 
   1260       2517.00000     7.39471e-01     6.10137e-03 
   1261       2519.00000     7.39430e-01     6.00523e-03 
   1262       2521.00000     7.39433e-01     5.92168e-03 
   1263       2523.00000     7.39441e-01     5.93538e-03 
   1264       2525.00000     7.39412e-01     5.94207e-03 
   1265       2527.00000     7.39325e-01     5.97193e-03 
   1266       2529.00000     7.39377e-01     5.98730e-03 
   1267       2531.00000     7.39395e-01     5.99178e-03 
   1268       2533.00000     7.39424e-01     5.96146e-03 
   1269       2535.00000     7.39458e-01     5.97128e-03 
   1270       2537.00000     7.39434e-01     5.99216e-03 
   1271       2539.00000     7.39400e-01     6.00793e-03 
   1272       2541.00000     7.39406e-01     6.05868e-03 
   1273       2543.00000     7.39416e-01     6.05980e-03 
   1274       2545.00000     7.39462e-01     6.00433e-03 
   1275       2547.00000     7.39346e-01     5.97180e-03 
   1276       2549.00000     7.39397e-01     5.97622e-03 
   1277       2551.00000     7.39433e-01     5.98963e-03 
   1278       2553.00000     7.39499e-01     6.00270e-03 
   1279       2555.00000     7.39467e-01     5.99994e-03 
   1280       2557.00000     7.39498e-01     6.00764e-03 
   1281       2559.00000     7.39463e-01     6.00768e-03 
   1282       2561.00000     7.39407e-01     6.01881e-03 
   1283       2563.00000     7.39417e-01     5.99937e-03 
   1284       2565.00000     7.39437e-01     5.92294e-03 
   1285       2567.00000     7.39386e-01     5.91373e-03 
   1286       2569.00000     7.39375e-01     5.91859e-03 
   1287       2571.00000     7.39438e-01     5.93347e-03 
   1288       2573.00000     7.39466e-01     5.93756e-03 
