File............:  ni3-xiegc - DEC,26.2017

System..........:  Ni-xiegc3
Temperature.....:  -1.3+-0.1C
Time............:  08:18:33-08:27:15
Slewrate........:  100mV/s
Comment.........:  0.6-1.9
                   
                   
                   
                   
Electr.area/sqcm:  
                   
Cyclic voltammogram

Lines:   4015
Columns: 3

Number    Time/s    Potential/V   Current/A 
3787        492.1      -0.125      1.277e-06
3788        492.2      -0.138      1.469e-06
3789        492.4      -0.151      2.359e-06
3790        492.5      -0.164      1.176e-06
3791        492.6      -0.177      2.021e-06
3792        492.8      -0.190      2.785e-06
3793        492.9      -0.203      2.585e-06
3794        493.0      -0.216      2.255e-06
3795        493.2      -0.229      2.220e-06
3796        493.3      -0.242      1.756e-06
3797        493.4      -0.255      2.082e-06
3798        493.5      -0.268      2.286e-06
3799        493.7      -0.281      2.098e-06
3800        493.8      -0.294      2.730e-06
3801        493.9      -0.307      2.124e-06
3802        494.1      -0.320      2.867e-06
3803        494.2      -0.333      2.457e-06
3804        494.3      -0.346      2.288e-06
3805        494.5      -0.359      1.718e-06
3806        494.6      -0.372      1.258e-06
3807        494.7      -0.385      8.546e-07
3808        494.8      -0.396      1.957e-06
3809        495.0      -0.390      1.869e-06
3810        495.1      -0.377      2.542e-06
3811        495.2      -0.364      3.879e-06
3812        495.4      -0.351      3.155e-06
3813        495.5      -0.338      3.426e-06
3814        495.6      -0.325      3.416e-06
3815        495.8      -0.312      4.131e-06
3816        495.9      -0.299      4.703e-06
3817        496.0      -0.286      4.269e-06
3818        496.1      -0.273      4.779e-06
3819        496.3      -0.260      4.835e-06
3820        496.4      -0.247      5.284e-06
3821        496.5      -0.234      4.799e-06
3822        496.7      -0.221      5.864e-06
3823        496.8      -0.208      5.433e-06
3824        496.9      -0.195      4.727e-06
3825        497.1      -0.182      5.387e-06
3826        497.2      -0.169      5.748e-06
3827        497.3      -0.156      5.878e-06
3828        497.4      -0.143      5.507e-06
3829        497.6      -0.130      7.214e-06
3830        497.7      -0.117      6.652e-06
3831        497.8      -0.104      6.435e-06
3832        498.0      -0.091      6.397e-06
3833        498.1      -0.078      6.672e-06
3834        498.2      -0.065      6.830e-06
3835        498.4      -0.052      7.483e-06
3836        498.5      -0.039      8.359e-06
3837        498.6      -0.026      8.486e-06
3838        498.7      -0.013      8.374e-06
3839        498.9       0.001      8.846e-06
3840        499.0       0.014      9.091e-06
3841        499.1       0.027      1.075e-05
3842        499.3       0.040      1.185e-05
3843        499.4       0.053      1.342e-05
3844        499.5       0.066      1.439e-05
3845        499.7       0.079      1.521e-05
3846        499.8       0.092      1.777e-05
3847        499.9       0.105      1.814e-05
3848        500.0       0.118      1.999e-05
3849        500.2       0.131      2.077e-05
3850        500.3       0.144      2.428e-05
3851        500.4       0.157      2.594e-05
3852        500.6       0.170      2.890e-05
3853        500.7       0.183      3.329e-05
3854        500.8       0.196      3.917e-05
3855        501.0       0.209      4.555e-05
3856        501.1       0.222      5.417e-05
3857        501.2       0.235      6.430e-05
3858        501.3       0.248      7.803e-05
3859        501.5       0.261      9.251e-05
3860        501.6       0.274      1.102e-04
3861        501.7       0.287      1.302e-04
3862        501.9       0.300      1.525e-04
3863        502.0       0.313      1.770e-04
3864        502.1       0.326      2.052e-04
3865        502.3       0.339      2.344e-04
3866        502.4       0.352      2.658e-04
3867        502.5       0.365      3.025e-04
3868        502.6       0.378      3.454e-04
3869        502.8       0.391      3.845e-04
3870        502.9       0.404      4.241e-04
3871        503.0       0.417      4.700e-04
3872        503.2       0.430      5.201e-04
3873        503.3       0.443      5.721e-04
3874        503.4       0.456      6.273e-04
3875        503.6       0.469      6.870e-04
3876        503.7       0.482      7.496e-04
3877        503.8       0.495      8.145e-04
3878        503.9       0.508      8.856e-04
3879        504.1       0.521      9.582e-04
3880        504.2       0.534      1.035e-03
3881        504.3       0.547      1.117e-03
3882        504.5       0.560      1.202e-03
3883        504.6       0.573      1.292e-03
3884        504.7       0.586      1.376e-03
3885        504.9       0.599      1.462e-03
3886        505.0       0.612      1.552e-03
3887        505.1       0.625      1.639e-03
3888        505.2       0.638      1.735e-03
3889        505.4       0.651      1.822e-03
3890        505.5       0.664      1.909e-03
3891        505.6       0.677      1.996e-03
3892        505.8       0.690      2.084e-03
3893        505.9       0.703      2.171e-03
3894        506.0       0.716      2.255e-03
3895        506.2       0.729      2.335e-03
3896        506.3       0.742      2.419e-03
3897        506.4       0.755      2.501e-03
3898        506.5       0.768      2.574e-03
3899        506.7       0.781      2.646e-03
3900        506.8       0.794      2.720e-03
3901        506.9       0.807      2.797e-03
3902        507.1       0.820      2.863e-03
3903        507.2       0.833      2.939e-03
3904        507.3       0.846      3.007e-03
3905        507.5       0.859      3.070e-03
3906        507.6       0.872      3.133e-03
3907        507.7       0.885      3.188e-03
3908        507.8       0.896      3.234e-03
3909        508.0       0.890      2.982e-03
3910        508.1       0.877      2.728e-03
3911        508.2       0.864      2.521e-03
3912        508.4       0.851      2.323e-03
3913        508.5       0.838      2.149e-03
3914        508.6       0.825      1.996e-03
3915        508.8       0.812      1.848e-03
3916        508.9       0.799      1.714e-03
3917        509.0       0.786      1.593e-03
3918        509.1       0.773      1.474e-03
3919        509.3       0.760      1.380e-03
3920        509.4       0.747      1.278e-03
3921        509.5       0.734      1.185e-03
3922        509.7       0.721      1.097e-03
3923        509.8       0.708      1.018e-03
3924        509.9       0.695      9.420e-04
3925        510.1       0.681      8.693e-04
3926        510.2       0.669      8.146e-04
3927        510.3       0.656      7.532e-04
3928        510.4       0.642      6.954e-04
3929        510.6       0.630      6.394e-04
3930        510.7       0.617      5.906e-04
3931        510.8       0.603      5.544e-04
3932        511.0       0.590      5.077e-04
3933        511.1       0.578      4.657e-04
3934        511.2       0.564      4.309e-04
3935        511.4       0.551      3.977e-04
3936        511.5       0.539      3.701e-04
3937        511.6       0.525      3.412e-04
3938        511.7       0.512      3.112e-04
3939        511.9       0.500      2.869e-04
3940        512.0       0.486      2.631e-04
3941        512.1       0.473      2.435e-04
3942        512.3       0.461      2.233e-04
3943        512.4       0.447      2.048e-04
3944        512.5       0.434      1.853e-04
3945        512.7       0.422      1.697e-04
3946        512.8       0.408      1.525e-04
3947        512.9       0.395      1.383e-04
3948        513.0       0.382      1.236e-04
3949        513.2       0.369      1.108e-04
3950        513.3       0.356      1.043e-04
3951        513.4       0.343      9.150e-05
3952        513.6       0.330      8.129e-05
3953        513.7       0.317      7.057e-05
3954        513.8       0.304      6.008e-05
3955        514.0       0.291      5.111e-05
3956        514.1       0.278      4.279e-05
3957        514.2       0.265      3.500e-05
3958        514.3       0.252      2.878e-05
3959        514.5       0.239      2.393e-05
3960        514.6       0.226      1.999e-05
3961        514.7       0.213      1.536e-05
3962        514.9       0.200      1.386e-05
3963        515.0       0.187      1.185e-05
3964        515.1       0.174      1.047e-05
3965        515.3       0.161      8.646e-06
3966        515.4       0.148      7.504e-06
3967        515.5       0.135      7.147e-06
3968        515.6       0.122      7.152e-06
3969        515.8       0.109      6.590e-06
3970        515.9       0.096      4.802e-06
3971        516.0       0.083      4.355e-06
3972        516.2       0.070      3.886e-06
3973        516.3       0.057      4.045e-06
3974        516.4       0.044      2.549e-06
3975        516.6       0.031      3.121e-06
3976        516.7       0.018      2.465e-06
3977        516.8       0.005      2.075e-06
3978        516.9      -0.008      1.866e-06
3979        517.1      -0.021      2.326e-06
3980        517.2      -0.034      1.878e-06
3981        517.3      -0.047      1.452e-06
3982        517.5      -0.060      1.437e-06
3983        517.6      -0.073      9.754e-07
3984        517.7      -0.086      1.911e-06
3985        517.9      -0.099      2.161e-06
3986        518.0      -0.112      2.129e-06
3987        518.1      -0.125      1.535e-06
3988        518.2      -0.138      2.536e-06
3989        518.4      -0.151      1.661e-06
3990        518.5      -0.164      2.777e-06
3991        518.6      -0.177      2.840e-06
3992        518.8      -0.190      3.162e-06
3993        518.9      -0.203      2.851e-06
3994        519.0      -0.216      3.048e-06
3995        519.2      -0.229      3.147e-06
3996        519.3      -0.242      3.141e-06
3997        519.4      -0.255      2.964e-06
3998        519.5      -0.268      2.909e-06
3999        519.7      -0.281      2.571e-06
4000        519.8      -0.294      3.055e-06
4001        519.9      -0.307      3.199e-06
4002        520.1      -0.320      2.803e-06
4003        520.2      -0.333      2.747e-06
4004        520.3      -0.346      2.605e-06
4005        520.5      -0.359      2.334e-06
4006        520.6      -0.372      2.596e-06
4007        520.7      -0.385      2.559e-06
4008        520.8      -0.397      3.067e-06
4009        521.0      -0.400      2.743e-06
